Input_pH,Input_pe,U_initial,Carbonate,NaCl,Ca,Hfo_s,Hfo_w,Output_pH,Output_pe,U_ads,U_diss,HFO_gL,Ads_%,Kd_L_g,logKd,U_surface_total,Hfo_sOUO2+,(Hfo_sO)2UO2,(Hfo_sO)2UO2CO3-2,Hfo_wOUO2+,(Hfo_wO)2UO2,(Hfo_wO)2UO2CO3-2,UO2+2,UO2OH+,UO2(OH)2,UO2CO3,UO2(CO3)2-2,UO2(CO3)3-4,UO2Cl+,CaUO2(CO3)3-2,Ca2UO2(CO3)3,SI_Na2U2O7,SI_UO2CO3,SI_beta_UO2OH2,Dominant_aq_species,Dominant_surface_species
6.0,14.8,3.727593720314938e-05,7.196856730011514e-05,0.0630957344480193,0.0,0.001,0.04,6.0,14.60150145309105,3.7275483750473433e-05,4.1449634367891726e-10,8.2,99.99878352441289,10967.022437231848,4.040088731985976,3.7275483750473433e-05,7.21661346759193e-08,3.666054129168877e-05,5.366136803938865e-24,2.7132277774936558e-09,5.400630963312511e-07,2.4998121200602047e-26,2.7004645103496528e-11,1.5153279022666614e-10,1.8763174652137878e-11,2.141080008593345e-10,9.383485966055017e-13,1.4717263856508124e-16,1.9896040158791825e-12,0.0,0.0,-10.324434014742124,-4.843098658532146,-999.999,UO2CO3,(Hfo_sO)2UO2
6.0,14.8,3.727593720314938e-05,0.0005179474679231,0.2511886431509579,0.001,0.001,0.04,6.0,14.6028859888991,3.727427086593437e-05,1.635947700127065e-09,8.2,99.99552972415978,2778.5990885744814,3.443825888921934,3.727427086593437e-05,7.216360545404397e-08,3.665935136341238e-05,3.629401110252008e-23,2.713125664129442e-09,5.400427714038189e-07,1.6907459220437166e-25,2.700362253965578e-11,1.5056398580821658e-10,1.7749753896066514e-11,1.387536378807453e-09,4.2926196701398593e-11,4.553785842938188e-14,6.803783425188783e-12,3.013769959467339e-12,9.441038203262147e-14,-9.24385929428516,-4.012927779978057,-999.999,UO2CO3,(Hfo_sO)2UO2
6.0,14.8,3.727593720314938e-05,0.0037275937203149,0.001,1e-05,1e-06,4e-05,6.0,14.601057610135966,1.617016801203645e-06,3.56589194868648e-05,0.0081999999999999,4.337964173485693,5.530093836722456,0.7427325006401424,1.617016801203645e-06,1.2447651052802288e-08,4.600680335601609e-07,3.680378667645022e-24,6.065416448126108e-09,1.1384357001425555e-06,2.8799102423977342e-24,6.402104616549983e-08,3.599801872699029e-07,4.5297581793366735e-08,2.813415010015025e-05,6.644520701533329e-06,5.695529490849653e-08,9.05244386093554e-11,1.025602778690044e-07,9.252622851057324e-11,-7.019324739756577,0.2693932127477563,-999.999,UO2CO3,(Hfo_wO)2UO2
6.0,14.8,3.727593720314938e-05,0.0037275937203149,0.0158489319246111,0.001,0.0001778279410038,0.0071131176401556,6.0,14.60117079269333,3.704457141160461e-05,2.3134063369822747e-07,1.4581891162319167,99.37931596385124,109.814275660355,2.040658801293637,3.704457141160461e-05,1.0875981543995577e-07,3.566959702207858e-05,2.7932742871296896e-22,6.331614385559057e-09,1.259882959700506e-06,3.1199352626029198e-24,3.5449410569888885e-10,1.9922254565687182e-09,2.495907119985343e-10,1.519094764773775e-07,3.5256547339108655e-08,2.9583881921449394e-10,7.226738931843991e-12,3.8740731312772064e-08,2.531867283531725e-09,-9.212138561908674,-1.996575600923567,-999.999,UO2CO3,(Hfo_sO)2UO2
6.0,14.8,3.727593720314938e-05,0.01,0.001,0.0,3.1622776601683795e-05,0.0012649110640673,6.0,14.601080747304684,1.902396023243231e-05,1.8251964461310412e-05,0.2593067681338071,51.0354981251149,4.019550252266526,0.6041774625656049,1.902396023243231e-05,1.4218377706685553e-07,1.3085958479779212e-05,2.8239155720702763e-22,2.9237245992932792e-08,5.76658072959331e-06,3.935179495218418e-23,9.28677034650942e-09,5.221247298064376e-08,6.567940459388702e-09,1.1006678021681511e-05,7.013859250640161e-06,1.621822109989257e-07,1.307957847072759e-11,0.0,0.0,-8.707858329372034,-0.1380891237626826,-999.999,UO2CO3,(Hfo_sO)2UO2
6.0,14.8,3.727593720314938e-05,0.01,0.0039810717055349,0.01,3.1622776601683795e-05,0.0012649110640673,6.0,14.60113864284767,9.427725642700389e-06,2.784819971133461e-05,0.2593067681338071,25.291719940723198,1.3055573629552262,0.115795958401489,9.427725642700389e-06,3.6446985685055995e-08,8.816617366721816e-06,1.8031194039784484e-22,2.8751296611666e-09,5.717861606323473e-07,3.697908265703324e-24,9.057146271591811e-10,5.0907895982659555e-09,6.368784144937182e-10,1.0120255815890802e-06,6.143790091119602e-07,1.3463527537054817e-08,4.565779137056378e-12,1.6331030231031044e-05,9.870653751556943e-06,-9.61356857801577,-1.172286124623497,-999.999,CaUO2(CO3)3-2,(Hfo_sO)2UO2
6.0,14.8,3.727593720314938e-05,0.01,0.0158489319246111,0.0001,0.0001778279410038,0.0071131176401556,6.0,14.601190564694644,3.655050607150618e-05,7.254055325295621e-07,1.4581891162319167,98.05388895337576,34.5540278202451,1.538498678574199,3.655050607150618e-05,1.0646194000042329e-07,3.521508437566588e-05,7.416608505942706e-22,6.145260449753889e-09,1.2228144953901295e-06,8.143989402354756e-24,3.440569387999178e-10,1.933393453480541e-09,2.422419753768605e-10,3.965940326773392e-07,2.475047648106813e-07,5.5854759441989075e-09,7.035648553784514e-12,7.271940774929933e-08,4.725847612656481e-10,-9.237943234490022,-1.5798930574665846,-999.999,UO2CO3,(Hfo_sO)2UO2
6.0,14.8,0.0001930697728883,1e-05,0.0158489319246111,0.01,0.0001778279410038,0.0071131176401556,6.0,14.601189980000514,0.0001927514532885,3.172042533982775e-07,1.4581891162319167,99.83512716930994,416.7204435252021,2.619844806654544,0.0001927514532885,1.57441685920626e-06,7.989617435022279e-05,1.6269313061017e-24,5.740818875189944e-07,0.0001107067801916,7.128816755207707e-25,3.316545745119079e-08,1.863704629742545e-07,2.325398753326361e-08,3.6809378307042075e-08,2.230347095504296e-11,4.866488332344829e-16,6.417562731342907e-10,5.576678826813206e-13,3.176616878018768e-13,-5.30439666133951,-2.6104707765771087,-999.999,UO2OH+,(Hfo_wO)2UO2
6.0,14.8,0.0001930697728883,1e-05,0.0630957344480193,0.001,1e-06,4e-05,6.0,14.60150515363814,6.171740949651658e-06,0.0001868979958415,0.0081999999999999,3.196637597549516,4.0270701241835285,0.6049891921305995,6.171740949651658e-06,3.674143766280326e-08,4.6996356403035646e-07,8.997228172355585e-27,3.9376830271194686e-08,5.625659117687304e-06,3.40579072695907e-26,5.460321176012405e-07,3.063930667193785e-06,3.792023487327899e-07,5.659708642745523e-07,3.24569181431287e-10,6.658123185353414e-15,4.011727298123989e-08,6.525525315527117e-13,3.157987974332086e-14,-1.714964085821883,-1.420737265566081,-999.999,UO2OH+,(Hfo_wO)2UO2
6.0,14.8,0.0001930697728883,2.6826957952797277e-05,0.2511886431509579,0.0,5.623413251903491e-06,0.0002249365300761,6.0,14.60288087355203,3.395840222153294e-05,0.0001591111723955,0.0461119886656086,17.588668445357882,4.628419555470135,0.6654327198490286,3.395840222153294e-05,2.02361886917103e-07,2.643525940981284e-06,1.289788870833959e-25,2.1430562941838366e-07,3.089820876421617e-05,4.767254659475249e-25,5.236538663665375e-07,2.91980346443745e-06,3.4437561038594815e-07,1.3266269773296083e-06,2.021689297100573e-09,1.0569378742314594e-13,1.3207115855899178e-07,0.0,0.0,-0.6679362358724177,-1.032620636802713,-999.999,UO2OH+,(Hfo_wO)2UO2
6.0,14.8,0.0001930697728883,0.0001930697728883,0.0158489319246111,1e-05,1e-06,4e-05,6.0,14.601154334693348,6.103996815373895e-06,0.0001869657407588,0.0081999999999999,3.161549694733705,3.9814238293715016,0.6000384114348524,6.103996815373895e-06,3.635540089336212e-08,4.700310217088901e-07,1.801054283516739e-25,3.8728386208339716e-08,5.558882006563304e-06,6.735777553837931e-25,5.345415120051578e-07,3.0043036163187632e-06,3.766314618529804e-07,1.121481492499294e-05,1.272863986188745e-07,5.226154920713539e-11,1.0979669186249165e-08,7.092057461792259e-11,4.8058764806672495e-14,-2.847425314653467,-0.1286182816478378,-999.999,UO2CO3,(Hfo_wO)2UO2
6.0,14.8,0.0001930697728883,0.0001930697728883,0.0630957344480193,0.0001,0.001,0.04,6.0,14.601502071269303,0.000193060009281,8.684737537012424e-09,8.2,99.99494296433024,2710.9516517361585,3.433121772257198,0.000193060009281,5.429342869972094e-07,0.0001864807016929,7.320798499958368e-23,3.018282374548632e-08,6.006190477344844e-06,7.456304918166886e-25,3.0049211054456785e-10,1.68616466350534e-09,2.0877538460998583e-10,6.389546452260674e-09,7.510730715590301e-11,3.15941554066298e-14,2.211501734001874e-11,3.117962140792609e-13,1.5200130766405456e-15,-8.231880250186073,-3.3682423672954345,-999.999,UO2CO3,(Hfo_sO)2UO2
6.0,14.8,0.0001930697728883,0.0001930697728883,0.2511886431509579,0.001,0.0001778279410038,0.0071131176401556,6.0,14.602884665520053,0.0001921496112567,9.190846042375468e-07,1.4581891162319167,99.52340461287092,143.37392233740826,2.156470166569824,0.0001921496112567,1.56987057744699e-06,7.987664688071175e-05,2.937941943503693e-23,5.71006258786047e-07,0.0001101320875398,1.2809649755244761e-23,3.298225169237582e-08,1.8390012424751213e-07,2.1680194517964457e-08,6.296266706043214e-07,7.236475057966664e-09,2.8520061230230774e-12,8.308740565942395e-09,1.8883953851444083e-10,5.9185434183735214e-12,-3.070048082037665,-1.3560963144573384,-999.999,UO2CO3,(Hfo_wO)2UO2
6.0,14.8,0.0001930697728883,0.0005179474679231,0.001,0.01,3.1622776601683795e-05,0.0012649110640673,6.0,14.601082491109064,0.000141825772394,5.124321368014106e-05,0.2593067681338071,73.45829969772393,10.673453114111576,1.0283049466774037,0.000141825772394,8.73988558116785e-07,1.4883207987342175e-05,1.5261804950851214e-23,7.854774292153821e-07,0.0001252830984193,4.062579133246179e-23,3.085224116309049e-07,1.734573820537996e-06,2.172674012886008e-07,1.730181953786896e-05,5.26144958553306e-07,5.781156968389844e-10,3.762868337454453e-10,7.454630390808571e-07,4.794388048743931e-07,-5.736321131519006,0.0601960654322706,-999.999,UO2CO3,(Hfo_wO)2UO2
6.0,14.8,0.0001930697728883,0.0005179474679231,0.0039810717055349,0.001,5.623413251903491e-06,0.0002249365300761,6.0,14.601071556582346,3.269620033901701e-05,0.0001603733877806,0.0461119886656086,16.93491417630096,4.421311663255218,0.6455511298937107,3.269620033901701e-05,1.952879611548488e-07,2.644607852277691e-06,2.759581527635907e-24,2.025650703374258e-07,2.9653739455247043e-05,9.785013146693552e-24,4.874836783805487e-07,2.7408673566461024e-06,3.445156083686395e-07,2.791482892037244e-05,8.608430382840938e-07,9.625114791270771e-10,2.629500446148642e-09,1.530464340577056e-07,1.2179612114567154e-08,-4.088416990269458,0.2664420255716084,-999.999,UO2CO3,(Hfo_wO)2UO2
6.0,14.8,0.0001930697728883,0.0005179474679231,0.0158489319246111,0.0,0.001,0.04,6.0,14.60115505284584,0.0001930479877387,2.0770556090988165e-08,8.2,99.98871643694844,1133.452442293179,3.0544033025984496,0.0001930479877387,5.428822346070188e-07,0.0001864695274491,2.0378847536522709e-22,3.0178846194535124e-08,6.005399208801364e-06,2.0754564857650717e-24,3.0045239913530015e-10,1.6886382511526687e-09,2.116950987346509e-10,1.7978798296720552e-08,5.819948961666664e-10,6.815393347769789e-13,6.1483251855347755e-12,0.0,0.0,-9.34785495763889,-2.9236525738315464,-999.999,UO2CO3,(Hfo_sO)2UO2
6.0,14.8,0.0001930697728883,0.0005179474679231,0.2511886431509579,0.001,5.623413251903491e-06,0.0002249365300761,6.0,14.602886174406397,3.308240931316014e-05,0.0001599871764199,0.0461119886656086,17.13495013654758,4.484335575108575,0.6516981045841264,3.308240931316014e-05,1.9743961309811026e-07,2.644296941678886e-06,2.487013983247912e-24,2.0611982333034286e-07,3.0034552935052804e-05,8.932832204892756e-24,4.983434853155656e-07,2.778609323276002e-06,3.275638466302201e-07,2.4325767980958665e-05,7.149320950134324e-07,7.20498031192436e-10,1.255624190931249e-07,4.768156928669354e-08,1.4936128896450562e-09,-0.711648548440369,0.2308967896321938,-999.999,UO2CO3,(Hfo_wO)2UO2
6.0,14.8,0.0001930697728883,0.0005179474679231,0.2511886431509579,0.001,0.001,0.04,6.0,14.602885793634345,0.0001930505530964,1.8202607049318127e-08,8.2,99.99004515746688,1293.3724446080578,3.1117236040348284,0.0001930505530964,5.428933253454719e-07,0.0001864719124069,1.846073010786436e-22,3.0179693021013525e-08,6.005567671153353e-06,1.8801370736770957e-24,3.0046083648213743e-10,1.6752797419449414e-09,1.974974699592256e-10,1.543824948227427e-08,4.775938968926648e-10,5.066338656121351e-13,7.568863222037884e-11,3.3530901926080985e-11,1.050439366022906e-12,-7.151119639268721,-2.9665766798239126,-999.999,UO2CO3,(Hfo_sO)2UO2
6.0,14.8,0.0001930697728883,0.0013894954943731,0.0039810717055349,1e-05,1e-06,4e-05,6.0,14.60107111345786,5.642298745955024e-06,0.0001874274443821,0.0081999999999999,2.9224143487332075,3.6712084251566752,0.5648090413620372,5.642298745955024e-06,3.3777792701621934e-08,4.704098181031202e-07,1.3225106934320192e-24,3.446381898289497e-08,5.103647316167387e-06,4.5373624221646845e-24,4.610587047643868e-07,2.59229875423766e-06,3.259798163366183e-07,7.116326656416802e-05,5.910195617219323e-06,1.7804290441761773e-08,2.5256387088594356e-09,2.94986194041988e-08,2.4471215703330938e-11,-4.126298348679278,0.6726790407028966,-999.999,UO2CO3,(Hfo_wO)2UO2
6.0,14.8,0.0001930697728883,0.0013894954943731,0.0158489319246111,1e-05,1e-06,4e-05,6.0,14.601158636766938,5.656392508456965e-06,0.000187413350531,0.0081999999999999,2.9297141773345974,3.68065542017806,0.565925161070672,5.656392508456965e-06,3.385518882614393e-08,4.704004094231414e-07,1.2979966022639447e-24,3.459013849015506e-08,5.117546771717524e-06,4.465475234720168e-24,4.631832665480722e-07,2.603194630878233e-06,3.263269597519064e-07,6.997634619641594e-05,5.719585945727539e-06,1.6911045377656366e-08,9.508039391966178e-09,2.2791677205460262e-08,1.5338209039530408e-11,-2.972748213429337,0.6665587257750847,-999.999,UO2CO3,(Hfo_wO)2UO2
6.0,14.8,0.0001930697728883,0.0013894954943731,0.0630957344480193,1e-05,0.0001778279410038,0.0071131176401556,6.0,14.601506123515032,0.0001875790041885,5.489918083150193e-06,1.4581891162319167,97.15607025499264,23.43173835925732,1.369804509332249,0.0001875790041885,1.535063614666448e-06,7.972324347789122e-05,2.243700529949051e-22,5.477107650180937e-07,0.0001057729863309,9.41357739000926e-23,3.159655356973011e-08,1.772958292103815e-07,2.1951683591629457e-08,4.816484368214118e-06,4.058817988086898e-07,1.2239946164529275e-09,2.3257272595208107e-09,1.2052484895333883e-09,5.86251806555503e-13,-4.188614016071796,-0.4909803547650568,-999.999,UO2CO3,(Hfo_wO)2UO2
6.0,14.8,0.0001930697728883,0.0013894954943731,0.0630957344480193,0.001,1e-06,4e-05,6.0,14.601510040811675,5.680097816979806e-06,0.0001873896450321,0.0081999999999999,2.9419922818603395,3.6965482036656376,0.5677963738500512,5.680097816979806e-06,3.3985539419922075e-08,4.70384269556449e-07,1.2477429441450092e-24,3.480313745803729e-08,5.140924870545398e-06,4.3123459099878615e-24,4.66772882049559e-07,2.619127180678336e-06,3.2412950172087085e-07,6.703304585616544e-05,5.3266024292377725e-06,1.5139886371712023e-08,3.4284821605502394e-08,1.4770059940980442e-06,7.114639567962792e-08,-1.851755872663027,0.6527779499274251,-999.999,UO2CO3,(Hfo_wO)2UO2
6.0,14.8,0.0001930697728883,0.0013894954943731,0.2511886431509579,0.01,5.623413251903491e-06,0.0002249365300761,6.0,14.602921497397707,3.098537801942289e-05,0.0001620842311691,0.0461119886656086,16.048798087800826,4.145741139197375,0.6176021811809228,3.098537801942289e-05,1.858834276418809e-07,2.6457646610152137e-06,6.4897737416035165e-24,1.872036555973849e-07,2.7966526275168416e-05,2.169286284955857e-23,4.4146929756878393e-07,2.461096047181552e-06,2.88920769735568e-07,5.597588813627931e-05,4.307816491865829e-06,1.1322322972250368e-08,1.102957422595048e-07,7.34593161264208e-06,2.246882520840153e-06,-0.8219084498507954,0.5945788500380691,-999.999,UO2CO3,(Hfo_wO)2UO2
6.0,14.8,0.0001930697728883,0.0037275937203149,0.0158489319246111,0.001,5.623413251903491e-06,0.0002249365300761,6.0,14.60117041407525,2.2641080289590744e-05,0.0001704286002005,0.0461119886656086,11.726890207037616,2.8809837949050667,0.4595408154469865,2.2641080289590744e-05,1.4219972473976564e-07,2.6452028598524294e-06,1.9477408604287162e-23,1.2030948548315525e-07,1.9733368219515397e-05,4.5948719330448746e-23,2.5840965726543733e-07,1.4522419040982817e-06,1.8194044337784395e-07,0.0001041216381487,2.2722343619948515e-05,1.7927730490222568e-07,5.263083110153398e-09,2.2882210862737077e-05,1.457574334901213e-06,-3.486681734140639,0.8393809316214549,-999.999,UO2CO3,(Hfo_wO)2UO2
6.0,14.8,0.0001930697728883,0.0037275937203149,0.0630957344480193,0.01,5.623413251903491e-06,0.0002249365300761,6.0,14.601549975553452,1.6429560035417273e-05,0.0001766401339795,0.0461119886656086,8.509649019435283,2.0170780149999543,0.3047226958472505,1.6429560035417273e-05,1.1050485861165383e-07,2.634197982643863e-06,1.7519671512867686e-23,7.77981548818873e-08,1.3607059039279867e-05,2.86181671131521e-23,1.5670559957122197e-07,8.791350931442001e-07,1.083294555279769e-07,5.619295935597263e-05,1.124189715489075e-05,8.01156119121385e-08,1.1241193560738036e-08,7.226799862888159e-05,3.2054923442093736e-05,-2.8170879959062134,0.5779620616519221,-999.999,CaUO2(CO3)3-2,(Hfo_wO)2UO2
6.0,14.8,0.0001930697728883,0.0037275937203149,0.2511886431509579,1e-05,5.623413251903491e-06,0.0002249365300761,6.0,14.602893699098448,2.5463299303791742e-05,0.0001676063733656,0.0461119886656086,13.18865139936751,3.2946576505357044,0.5178102935255707,2.5463299303791742e-05,1.5667295669377442e-07,2.6467293224191698e-06,1.807281862096926e-23,1.4155898428945278e-07,2.2518338040389345e-05,4.862422535949605e-23,3.135081098968824e-07,1.7479637978972005e-06,2.061234537134356e-07,0.0001111415537614,2.3707267611790016e-05,1.734594093830909e-07,7.905349417482407e-08,1.1324709994098553e-07,3.500802724548517e-11,-1.1145004873352882,0.8905651409297706,-999.999,UO2CO3,(Hfo_wO)2UO2
6.0,14.8,0.001,1e-05,0.2511886431509579,0.001,5.623413251903491e-06,0.0002249365300761,6.0,14.602885318882,4.431756180481143e-05,0.0009556810834374,0.0461119886656086,4.431756180481142,1.0056549992796753,0.0024490168959802,4.431756180481143e-05,2.6620659073776884e-07,2.6279703214818502e-06,4.606244559226825e-26,3.260957651901002e-07,4.109728912740171e-05,2.2779265248872126e-25,9.11565213240702e-07,5.0826260482667255e-06,5.991738004241165e-07,8.292367143779352e-07,4.54193396085978e-10,8.530359833900831e-15,2.2966922839565973e-07,5.64851613551341e-13,1.7703765113054332e-14,-0.1870410404881397,-1.236485720595696,-999.999,UO2OH+,(Hfo_wO)2UO2
6.0,14.8,0.001,2.6826957952797277e-05,0.001,0.001,1e-06,4e-05,6.0,14.601048752684765,7.868624316633574e-06,0.0009921311351648,0.0081999999999999,0.7868624316633573,0.9671990902062452,-0.0144841206652676,7.868624316633574e-06,4.7255825508541664e-08,4.673523321454575e-07,2.4380783316134815e-26,5.783768043208277e-08,7.296178478547492e-06,1.2036457580653936e-25,9.08314825996266e-07,5.1075185172077975e-06,6.424915596658852e-07,2.6020975491664788e-06,4.009063027983136e-09,2.2410220232089654e-13,1.2589625166337091e-09,3.8661721988276625e-11,3.340413211876283e-12,-4.7288007432056105,-0.7643603564792407,-999.999,UO2OH+,(Hfo_wO)2UO2
6.0,14.8,0.001,2.6826957952797277e-05,0.0039810717055349,0.001,0.001,0.04,6.0,14.601068516971583,0.0009996449282852,3.247288749017202e-07,8.2,99.9644928285203,375.4144688255919,2.574511006724385,0.0009996449282852,8.201981637092924e-06,0.0004462635328492,2.5532619927287038e-23,2.8009432505398816e-06,0.0005423784705483,9.813104492639526e-24,2.8656910566575793e-08,1.6112516925071666e-07,2.025416752162237e-08,8.998090202733884e-08,1.5213786972676268e-10,9.32698572611272e-15,1.4344538202731778e-10,1.49333316727801e-12,1.1967105032709413e-13,-6.548419775869775,-2.2252666504058345,-999.999,UO2OH+,(Hfo_wO)2UO2
6.0,14.8,0.001,7.196856730011514e-05,0.001,0.01,3.1622776601683795e-05,0.0012649110640673,6.0,14.601081618373424,0.0002399649417121,0.0007600277337023,0.2593067681338071,23.99649417121357,1.217599621618448,0.0855045044650607,0.0002399649417121,1.4353352700077127e-06,1.4796303630148127e-05,2.009365050988126e-24,1.7222414664958752e-06,0.0002220110613454,9.534111410306425e-24,8.370023245526039e-07,4.705810988995146e-06,5.894313538154232e-07,6.216174713655903e-06,2.5034440124337537e-08,3.642868485911241e-12,9.91214956592987e-10,4.700276983742214e-09,3.024783871592839e-09,-4.869428916290229,-0.3843677263399163,-999.999,UO2CO3,(Hfo_wO)2UO2
6.0,14.8,0.001,7.196856730011514e-05,0.0039810717055349,0.0001,3.1622776601683795e-05,0.0012649110640673,6.0,14.60106708931444,0.0002399427230906,0.0007600499529796,0.2593067681338071,23.994272309064357,1.217451290737339,0.0854515944557345,0.0002399427230906,1.4351896224906403e-06,1.4796345452604296e-05,2.0832963915734862e-24,1.7219795174146492e-06,0.0002219892084981,9.883902714014701e-24,8.3683010131016e-07,4.705157517943392e-06,5.916752296592288e-07,6.468539585768845e-06,2.690484486989209e-08,4.0590751469526e-12,4.503913792151901e-09,6.758802701676031e-11,5.634881581498914e-13,-3.608412204956544,-0.3687661070239105,-999.999,UO2CO3,(Hfo_wO)2UO2
6.0,14.8,0.001,7.196856730011514e-05,0.0158489319246111,0.001,0.0001778279410038,0.0071131176401556,6.0,14.60115639278274,0.000926465387634,7.350646482441612e-05,1.4581891162319167,92.6465387634086,8.643503455529363,0.93668980995604,0.000926465387634,5.590524654491762e-06,8.368847285805633e-05,1.210040330783656e-23,5.459340149923181e-06,0.0008317270499716,3.802901080007003e-23,3.992286682461521e-07,2.243778522513704e-06,2.811698975393129e-07,3.159268171235585e-06,1.3535993134068197e-08,2.097125050980852e-12,8.006025211730308e-09,2.7893239434110257e-10,1.851842943149941e-11,-3.105911143888779,-0.6786440772846234,-999.999,UO2CO3,(Hfo_wO)2UO2
6.0,14.8,0.001,7.196856730011514e-05,0.0630957344480193,0.0001,1e-06,4e-05,6.0,14.601502991910465,7.876609964748089e-06,0.0009921231494612,0.0081999999999999,0.7876609964748088,0.9681884666682178,-0.0140400951016405,7.876609964748089e-06,4.7309891823827196e-08,4.673359230327083e-07,6.211087137278741e-26,5.793601057713782e-08,7.304028139314416e-06,3.069735059392349e-25,9.104264223932676e-07,5.108694371019951e-06,6.325145331547419e-07,6.553583369856418e-06,2.6080851513460493e-08,3.714156704664015e-12,6.705417445117367e-08,3.6636957554200176e-11,1.7851474674383715e-13,-1.2692080731668014,-0.3572166900526818,-999.999,UO2CO3,(Hfo_wO)2UO2
6.0,14.8,0.001,7.196856730011514e-05,1.0,0.001,3.1622776601683795e-05,0.0012649110640673,6.0,14.60834199676066,0.0002458845220616,0.0007541079757786,0.2593067681338071,24.588452206163044,1.2574299638893245,0.0994838051447082,0.0002458845220616,1.4745506765141592e-06,1.4784824360529218e-05,1.735056624519545e-24,1.7930362937463964e-06,0.0002278321107308,8.45497673385569e-24,8.840493279813163e-07,4.80688306105382e-06,4.705002542123785e-07,4.584407647295101e-06,1.9745651366403168e-08,2.4829555676172854e-12,7.544826689058062e-07,1.1123583028068542e-10,2.008305142894324e-12,0.8505932623049972,-0.4240260184505828,-999.999,UO2OH+,(Hfo_wO)2UO2
6.0,14.8,0.001,0.0001930697728883,0.2511886431509579,0.0,1e-06,4e-05,6.0,14.602882422807598,7.90330902734662e-06,0.0009920964500776,0.0081999999999999,0.790330902734662,0.9714964447168176,-0.0125587844030488,7.90330902734662e-06,4.7491021342552527e-08,4.672807772596114e-07,1.5794141262396575e-25,5.826564790215291e-08,7.330271580842304e-06,7.834984968384707e-25,9.175193088456736e-07,5.115892606558148e-06,6.033668705256121e-07,1.61022716732025e-05,1.7000097702943425e-07,6.157005191070506e-11,2.3140076286563501e-07,0.0,0.0,-0.1808786100248447,0.0515333149724739,-999.999,UO2CO3,(Hfo_wO)2UO2
6.0,14.8,0.001,0.0013894954943731,0.0630957344480193,0.0001,3.1622776601683795e-05,0.0012649110640673,6.0,14.6015071252171,0.0002352226178424,0.0007647703828835,0.2593067681338071,23.522261784241184,1.186135122348389,0.0741341658812255,0.0002352226178424,1.4045020387091375e-06,1.4805019620329986e-05,3.7943582343570174e-23,1.6669548734965398e-06,0.0002173461413098,1.76149444631145e-22,8.009562686086913e-07,4.49433671354436e-06,5.564237463088684e-07,0.0001111786500521,8.532327025757711e-06,2.34313243946935e-08,5.89198036231963e-08,2.300130069289747e-07,1.1152987156981008e-09,-1.3809373400079537,0.8723381486841735,-999.999,UO2CO3,(Hfo_wO)2UO2
6.0,14.8,0.001,0.0037275937203149,0.0039810717055349,0.0001,3.1622776601683795e-05,0.0012649110640673,6.0,14.601079970061315,0.0002221084403691,0.0007778853209402,0.2593067681338071,22.210844036916715,1.1011224922906284,0.0418356339280148,0.0002221084403691,1.3217542069077587e-06,1.4826895765864257e-05,1.0554224593874516e-22,1.520330270191334e-06,0.0002044394601262,4.601938629362422e-22,7.083108298036073e-07,3.9823093558672645e-06,5.006804914378261e-07,0.0002767671508786,5.820711531104143e-05,4.4396851664964906e-07,3.809951865002633e-09,6.724755380492996e-06,5.099356465683629e-08,-3.757957331366768,1.2625999793228997,-999.999,UO2CO3,(Hfo_wO)2UO2
6.0,14.8,0.001,0.0037275937203149,0.0158489319246111,0.0001,3.1622776601683795e-05,0.0012649110640673,6.0,14.601167488425336,0.0002226335871017,0.0007773601622305,0.2593067681338071,22.263358710175197,1.104471594866741,0.0431545510347387,0.0002226335871017,1.3250003904495078e-06,1.4826082783732326e-05,1.0387950569340874e-22,1.5260318923075356e-06,0.0002049564720352,4.541142085100427e-22,7.118333164334289e-07,4.000501025313606e-06,5.013952361710874e-07,0.0002730307149696,5.667417645613095e-05,4.254893279618657e-07,1.4529356354460774e-08,5.372038284252413e-06,3.386251951964591e-08,-2.601904870025187,1.2578817643780664,-999.999,UO2CO3,(Hfo_wO)2UO2
6.0,14.8,0.001,0.0037275937203149,0.0630957344480193,0.0001,5.623413251903491e-06,0.0002249365300761,6.0,14.601515582684076,4.150101115091537e-05,0.0009584978139241,0.0461119886656086,4.150101115091537,0.9389742858420866,-0.0273463008859662,4.150101115091537e-05,2.476501360953789e-07,2.6333441064101795e-06,1.7729628186265672e-23,2.926639118957783e-07,3.832735299651403e-05,8.160200717390557e-23,7.872996226445519e-07,4.417534298068828e-06,5.468367916766596e-07,0.0002870582068763,5.787940696239587e-05,4.175573063803736e-07,5.7931903617510766e-08,3.924884641412627e-06,1.822114296734637e-08,-1.3969200700640343,1.284332057966291,-999.999,UO2CO3,(Hfo_wO)2UO2
6.0,14.8,0.001,0.0037275937203149,1.0,0.0,0.001,0.04,6.0,14.608348307732246,0.0009897474603346,1.0228034980258118e-05,8.2,98.97474603346718,11.800987191565625,1.071918338993974,0.0009897474603346,8.12327033380552e-06,0.0004458690066935,2.8889979812559546e-21,2.7512020483654518e-06,0.0005330039812589,1.0921201163924556e-21,2.8134239146203885e-08,1.529711781108821e-07,1.4978257081965733e-08,8.058465681000856e-06,1.915645228195107e-06,1.3300103966663452e-08,2.4011109512144268e-08,0.0,0.0,-2.144492427675964,-0.1792248715687474,-999.999,UO2CO3,(Hfo_wO)2UO2
